store_id,sku_id,date,foot_traffic_tier,category,target,forecast_units,lower_bound_90,upper_bound_90,forecast_p50,mu_daily,sigma_daily,csl,z_val,supplier_id,lead_time_days_avg,lead_time_days_std,reliability_score,safety_stock_units,reorder_point,target_upto_old,target_upto_new,latest_snapshot,units_on_hand,units_in_backroom,days_of_supply_snapshot,units_total,days_of_supply_current,is_below_rop,risk_score,alert_tier,demand_vs_forecast,phantom_score,is_phantom_suspect,priority,recommended_action,pipeline_run_date
S0001,P00925,2025-12-31,Premium,Produce,20.0,21.17994603336767,13.610955240298711,28.631915958839055,21.17994603336767,21.17994603336767,4.530072903022116,0.975,1.96,SUP084,7,0.8,0.971,41.0,190.0,22.0,31.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.944289469316459,0.011929926357881,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0001,P00929,2025-12-31,Premium,Produce,25.0,28.276988896545493,21.256493456333693,37.65353984146621,28.276988896545493,28.276988896545493,5.700030969556669,0.975,1.96,SUP017,18,2.1,0.717,126.0,635.0,29.0,40.0,2025-12-29,8,343,0.26,351,0.3,True,0.95,CRITICAL,0.8841111085577491,0.033132223937228,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0001,P01102,2025-12-30,Premium,Baby & Infant,22.0,15.618957743766371,3.7845669418667742,34.344770688154696,15.618957743766371,15.618957743766371,11.383472914521777,0.975,1.96,SUP017,18,2.1,0.717,115.0,397.0,16.0,38.0,2025-12-29,22,0,0.67,22,0.7,True,0.95,CRITICAL,1.408544690427909,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0001,P01134,2025-12-28,Premium,Baby & Infant,22.0,11.020138940796915,2.1394071022944297,27.690424128031463,11.020138940796915,11.020138940796915,10.13391196792374,0.975,1.96,SUP010,4,1.3,0.791,49.0,94.0,12.0,31.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.996345065900692,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0001,P01168,2025-12-31,Premium,Pet Supplies,30.0,27.69297773797146,20.280918820716703,36.797381740507205,27.69297773797146,27.69297773797146,5.534592098805923,0.975,1.96,SUP042,7,1.4,0.727,82.0,276.0,28.0,39.0,2025-12-29,28,474,0.99,502,1.0,False,0.95,CRITICAL,1.0833071215330248,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0001,P01218,2025-12-31,Premium,Health & Wellness,19.0,18.98665528950786,10.715541958298193,27.375571639439304,18.98665528950786,18.98665528950786,5.099645197526715,0.975,1.96,SUP039,11,1.5,0.971,65.0,274.0,19.0,29.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.000702846830506,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0001,P01237,2025-12-31,Premium,Health & Wellness,9.0,8.571978782992915,4.324767316139812,13.906282195637438,8.571978782992915,8.571978782992915,3.2427376368659715,0.975,1.96,SUP064,13,2.5,0.714,48.0,160.0,9.0,15.0,2025-12-29,15,0,1.97,15,2.0,True,0.95,CRITICAL,1.049932603409646,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P00046,2025-12-31,Premium,Beverages,32.0,30.132063242483216,21.055393571282924,35.10706551183757,30.132063242483216,30.132063242483216,3.024317488969211,0.975,1.96,SUP025,2,0.8,0.832,48.0,109.0,31.0,37.0,2025-12-29,0,13,0.0,13,0.0,True,0.95,CRITICAL,1.061991664576197,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P00069,2025-12-31,Premium,Beverages,31.0,30.4292355924414,19.940725960983617,39.54475563751144,30.4292355924414,30.4292355924414,5.541349571471145,0.975,1.96,SUP043,6,2.3,0.77,140.0,323.0,31.0,42.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.0187571063303469,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P00079,2025-12-31,Premium,Beverages,35.0,32.05687583207937,22.873917125516563,41.815976497568926,32.05687583207937,32.05687583207937,5.932583991179061,0.975,1.96,SUP063,18,0.8,0.753,71.0,649.0,33.0,44.0,2025-12-29,13,185,0.42,198,0.4,True,0.95,CRITICAL,1.0918094509064866,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P00223,2025-12-28,Premium,Dairy & Eggs,6.0,9.592585473655747,1.863504104681481,19.6299763214121,9.592585473655747,9.592585473655747,6.101757354259182,0.975,1.96,SUP054,14,4.7,0.931,100.0,235.0,10.0,22.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.6254830896714848,0.0363230850590531,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P00423,2025-12-26,Premium,Bakery,42.0,22.434471376310203,4.971778536093823,41.724871185546256,22.434471376310203,22.434471376310203,11.72668681412526,0.975,1.96,SUP045,4,0.8,0.925,58.0,148.0,23.0,46.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.872118994715878,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P00434,2025-12-31,Premium,Bakery,19.0,17.06769955236213,10.75968779702831,19.682129032924543,17.06769955236213,17.06769955236213,1.589318833168643,0.975,1.96,SUP009,3,0.8,0.766,28.0,80.0,18.0,21.0,2025-12-29,0,43,0.0,43,0.0,True,0.95,CRITICAL,1.1132138775767495,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P00692,2025-12-31,Premium,Personal Care,26.0,35.77945366086227,20.653471118233824,46.18226781263741,35.77945366086227,35.77945366086227,6.323899180410419,0.975,1.96,SUP029,7,0.8,0.73,65.0,316.0,36.0,49.0,2025-12-29,62,0,1.82,62,1.8,True,0.95,CRITICAL,0.7266740360666929,0.0988758457549249,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P00757,2025-12-31,Premium,Household,11.0,10.01204511789278,4.2669991829769485,13.422966297444152,10.01204511789278,10.01204511789278,2.0735083158367,0.975,1.96,SUP061,2,0.6,0.715,14.0,35.0,11.0,15.0,2025-12-29,0,1,0.0,1,0.0,True,0.95,CRITICAL,1.0986766310453016,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P00783,2025-12-31,Premium,Household,10.0,8.848409651551986,4.269396252189623,14.146847017850853,8.848409651551986,8.848409651551986,3.220934569178642,0.975,1.96,SUP042,7,1.4,0.727,30.0,92.0,9.0,16.0,2025-12-29,17,14,1.93,31,1.9,True,0.95,CRITICAL,1.130146590607503,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P00784,2025-12-28,Premium,Household,20.0,12.91191595868401,2.952265147086964,30.760747418252706,12.91191595868401,12.91191595868401,10.850353470862428,0.975,1.96,SUP035,12,1.0,0.895,78.0,233.0,13.0,35.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.548956798045827,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P01012,2025-12-31,Premium,Canned & Pantry,22.0,26.194996588200784,18.84162700110286,35.482475401570845,26.194996588200784,26.194996588200784,5.6458837771246575,0.975,1.96,SUP058,20,1.0,0.872,72.0,596.0,27.0,38.0,2025-12-29,1,471,0.03,472,0.0,True,0.95,CRITICAL,0.8398550435356663,0.0424138044906697,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P01182,2025-12-31,Premium,Pet Supplies,31.0,34.53795794208473,19.7635313010267,43.84920067491476,34.53795794208473,34.53795794208473,5.660329928772056,0.975,1.96,SUP027,15,2.9,0.882,201.0,720.0,35.0,46.0,2025-12-29,7,0,0.21,7,0.2,True,0.95,CRITICAL,0.8975631984954818,0.0357707696053582,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0002,P01241,2025-12-31,Premium,Health & Wellness,16.0,15.105518351494744,9.1889627719005,22.279554573845584,15.105518351494744,15.105518351494744,4.361116244590176,0.975,1.96,SUP037,5,0.6,0.861,27.0,103.0,16.0,24.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.059215554719229,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00018,2025-12-29,Premium,Beverages,3.0,11.907248006042083,2.442903335289839,26.70723613879268,11.907248006042083,11.907248006042083,8.996953272188811,0.975,1.96,SUP019,9,3.0,0.748,88.0,196.0,12.0,30.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.2519473851957826,0.0900573498774189,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00037,2025-12-31,Premium,Beverages,17.0,12.657299131660777,7.073935703955212,18.417317788717614,12.657299131660777,12.657299131660777,3.5015310985147963,0.975,1.96,SUP041,18,6.5,0.85,164.0,392.0,13.0,20.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.3430985412580208,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00117,2025-12-31,Premium,Beverages,24.0,25.373341530993,18.031670049567964,36.40213547235358,25.373341530993,25.373341530993,6.704434006906127,0.975,1.96,SUP059,17,2.5,0.742,136.0,568.0,26.0,39.0,2025-12-29,50,70,2.03,120,2.0,True,0.95,CRITICAL,0.9458746287194576,0.0138852649745388,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00391,2025-12-31,Premium,Snacks,38.0,33.23394537649194,21.07742847845264,42.01999963013362,33.23394537649194,33.23394537649194,5.3410664155876475,0.975,1.96,SUP047,14,1.1,0.847,82.0,548.0,34.0,44.0,2025-12-29,28,282,0.84,310,0.8,True,0.95,CRITICAL,1.1434092332257166,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00474,2025-12-28,Premium,Bakery,6.0,13.868267299734574,3.1645234871281036,33.53324816731972,13.868267299734574,13.868267299734574,11.954395664185498,0.975,1.96,SUP068,17,3.7,0.949,140.0,376.0,14.0,38.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.4326423676672885,0.079552663253632,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00497,2025-12-31,Premium,Bakery,23.0,27.69292470018002,18.22395972708382,36.696191592740746,27.69292470018002,27.69292470018002,5.473110572985244,0.975,1.96,SUP037,5,0.6,0.861,41.0,180.0,28.0,39.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.8305370504925573,0.0474481412649347,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00588,2025-12-31,Premium,Frozen Foods,27.0,25.77810844166012,18.401480253137542,34.32852450075089,25.77810844166012,25.77810844166012,5.197821312517184,0.975,1.96,SUP042,7,1.4,0.727,76.0,257.0,26.0,36.0,2025-12-29,57,16,2.13,73,2.1,True,0.95,CRITICAL,1.0474003575982005,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00696,2025-12-29,Premium,Personal Care,9.0,11.787061327913376,1.5437732802329316,25.033074701616467,11.787061327913376,11.787061327913376,8.052287765169051,0.975,1.96,SUP043,6,2.3,0.77,66.0,137.0,12.0,28.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.7635490941823444,0.0281787772123848,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00718,2025-12-30,Premium,Personal Care,9.0,13.46304606432874,2.211894560564594,30.410266059137893,13.46304606432874,13.46304606432874,10.30226139502076,0.975,1.96,SUP020,16,3.2,0.747,117.0,333.0,14.0,34.0,2025-12-29,9,0,0.33,9,0.3,True,0.95,CRITICAL,0.6684965614019635,0.0451239373442446,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00722,2025-12-26,Premium,Personal Care,22.0,19.38085934084555,3.613179623322472,35.24200899069642,19.38085934084555,19.38085934084555,9.64203626130752,0.975,1.96,SUP070,4,0.8,0.807,49.0,127.0,20.0,39.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.1351405844855682,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00734,2025-12-31,Premium,Household,29.0,25.033577664583625,17.83516497432841,33.05968167219492,25.033577664583625,25.033577664583625,4.879090582134526,0.975,1.96,SUP082,15,4.8,0.895,239.0,615.0,26.0,35.0,2025-12-29,0,252,0.0,252,0.0,True,0.95,CRITICAL,1.158444086121493,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00751,2025-12-31,Premium,Household,21.0,20.16041476494073,14.301869778082285,28.54891129768205,20.16041476494073,20.16041476494073,5.099389989508402,0.975,1.96,SUP080,15,4.9,0.843,198.0,501.0,21.0,31.0,2025-12-29,21,35,1.04,56,1.0,True,0.95,CRITICAL,1.0416452362140547,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P00942,2025-12-30,Premium,Produce,11.0,13.712086282386345,2.4377752426956416,28.235999164612963,13.712086282386345,13.712086282386345,8.829126372174235,0.975,1.96,SUP051,19,0.7,0.861,78.0,339.0,14.0,32.0,2025-12-29,11,0,0.46,11,0.5,True,0.95,CRITICAL,0.8022119882756197,0.0274207368050083,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0003,P01197,2025-12-27,Premium,Pet Supplies,27.0,15.27671100990945,2.1089347969755043,28.121935820808183,15.27671100990945,15.27671100990945,7.808647301458196,0.975,1.96,SUP030,6,1.6,0.801,61.0,153.0,16.0,31.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.767396135364875,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0004,P00434,2025-12-31,High,Bakery,17.0,17.50701865773081,11.10048560492733,19.10215748670399,17.50701865773081,17.50701865773081,0.9696892577344582,0.975,1.96,SUP009,3,0.8,0.766,28.0,81.0,18.0,20.0,2025-12-29,0,408,0.0,408,0.0,False,0.95,CRITICAL,0.9710391205011414,0.0051262473687349,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0004,P00469,2025-12-30,High,Bakery,5.0,8.628145179069525,3.891347020881205,9.145884811696424,8.628145179069525,8.628145179069525,0.3147353389829173,0.975,1.96,SUP077,17,4.2,0.927,72.0,219.0,9.0,10.0,2025-12-29,0,5,0.0,5,0.0,True,0.95,CRITICAL,0.5794988257880946,0.0366826139314742,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0004,P00498,2025-12-30,High,Bakery,5.0,7.48385432586274,1.277889782031549,17.392140512860625,7.48385432586274,7.48385432586274,6.0232742778102635,0.975,1.96,SUP023,20,7.3,0.903,120.0,270.0,8.0,20.0,2025-12-29,5,0,0.38,5,0.4,True,0.95,CRITICAL,0.6681049339403863,0.0251131817500787,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0004,P00605,2025-12-27,High,Frozen Foods,4.0,16.56283148998712,3.043224029588111,31.682148556090013,16.56283148998712,16.56283148998712,9.19107420431787,0.975,1.96,SUP021,4,1.3,0.829,56.0,123.0,17.0,35.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.2415046003709062,0.1270173806968635,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0004,P00665,2025-12-29,High,Personal Care,15.0,12.241785558819046,1.8462075860651763,27.285671041513456,12.241785558819046,12.241785558819046,9.145219138416056,0.975,1.96,SUP009,3,0.8,0.766,37.0,74.0,13.0,31.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.22531144888369,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0004,P00706,2025-12-31,High,Personal Care,26.0,20.066208710341854,12.753712128529376,27.40349147440642,20.066208710341854,20.066208710341854,4.4603542638690366,0.975,1.96,SUP037,5,0.6,0.861,31.0,132.0,21.0,29.0,2025-12-29,8,211,0.4,219,0.4,False,0.95,CRITICAL,1.2957106334989903,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0004,P00718,2025-12-31,High,Personal Care,16.0,12.688755776918091,6.647099456981844,19.289987295752972,12.688755776918091,12.688755776918091,4.012906698379866,0.975,1.96,SUP020,16,3.2,0.747,86.0,290.0,13.0,21.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.260958937290395,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0004,P01072,2025-12-27,High,Canned & Pantry,3.0,17.80730824945769,11.019932723279224,25.474841894537157,17.80730824945769,17.80730824945769,4.661114677859858,0.975,1.96,SUP035,12,1.0,0.895,48.0,262.0,18.0,27.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.168470156071531,0.1497103189289936,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0004,P01150,2025-12-31,High,Baby & Infant,26.0,26.213267825901394,17.480593008941327,34.7501303351385,26.213267825901394,26.213267825901394,5.189582072484564,0.975,1.96,SUP043,6,2.3,0.77,121.0,279.0,27.0,37.0,2025-12-29,17,0,0.67,17,0.7,True,0.95,CRITICAL,0.9918641266965326,0.0021562591725042,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0004,P01216,2025-12-26,High,Health & Wellness,4.0,16.79897074530227,2.7601760354903915,32.284561820697675,16.79897074530227,16.79897074530227,9.41373317653216,0.975,1.96,SUP033,10,1.4,0.796,75.0,243.0,17.0,36.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.2381098259319592,0.1294048830456568,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0004,P01225,2025-12-25,High,Health & Wellness,8.0,27.347612857817595,3.5551319134896566,45.197491819852544,27.347612857817595,27.347612857817595,10.850990250477173,0.975,1.96,SUP083,18,5.6,0.778,314.0,807.0,28.0,49.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.2925301027768907,0.1956153841509077,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0004,P01232,2025-12-31,High,Health & Wellness,21.0,16.468877047098875,9.77726188116374,23.753686492960952,16.468877047098875,16.468877047098875,4.428455590189713,0.975,1.96,SUP028,13,2.5,0.712,87.0,302.0,17.0,26.0,2025-12-29,5,0,0.29,5,0.3,True,0.95,CRITICAL,1.2751324780640898,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0005,P00644,2025-12-30,Low,Personal Care,2.0,3.213194374040098,0.504480706451636,7.15710441117567,3.213194374040098,3.213194374040098,2.397513700386366,0.95,1.6449,SUP058,20,1.0,0.872,19.0,84.0,4.0,8.0,2025-12-29,2,0,0.46,2,0.5,True,0.95,CRITICAL,0.622433555890149,0.0122660860164814,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0006,P00159,2025-12-31,Premium,Dairy & Eggs,11.0,10.452423219045992,5.249831458714428,13.50745703614118,10.452423219045992,10.452423219045992,1.857163414647532,0.975,1.96,SUP040,6,2.4,0.959,50.0,113.0,11.0,15.0,2025-12-29,0,107,0.0,107,0.0,True,0.95,CRITICAL,1.0523875439674348,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0006,P00197,2025-12-31,Premium,Dairy & Eggs,33.0,32.04779915279567,22.94980366503354,41.36219084265304,32.04779915279567,32.04779915279567,5.662244188363145,0.975,1.96,SUP073,17,4.6,0.933,293.0,838.0,33.0,44.0,2025-12-29,3,308,0.09,311,0.1,True,0.95,CRITICAL,1.0297118951184283,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0006,P00199,2025-12-26,Premium,Dairy & Eggs,6.0,10.894256105229749,6.027418444963261,13.751244965155507,10.894256105229749,10.894256105229749,1.736771343419914,0.975,1.96,SUP080,15,4.9,0.843,106.0,270.0,11.0,15.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.5507489398123954,0.0494837164250265,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0006,P00230,2025-12-31,Premium,Dairy & Eggs,28.0,24.32289027192547,17.50483191821479,33.24729655007362,24.32289027192547,24.32289027192547,5.425170989755715,0.975,1.96,SUP036,15,4.7,0.731,228.0,593.0,25.0,35.0,2025-12-29,28,345,1.18,373,1.2,True,0.95,CRITICAL,1.1511789794290528,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0006,P00465,2025-12-31,Premium,Bakery,25.0,28.366531186099305,16.970453470877047,37.6056776872167,28.366531186099305,28.366531186099305,5.616502432290209,0.975,1.96,SUP031,1,0.6,0.84,36.0,65.0,29.0,40.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.8813203079356762,0.0340375474775294,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0006,P00550,2025-12-28,Premium,Frozen Foods,42.0,23.20760692908194,5.362427428042564,41.950129248396784,23.20760692908194,23.20760692908194,11.393630589249144,0.975,1.96,SUP061,2,0.6,0.715,42.0,89.0,24.0,46.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.8097514374637615,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0006,P00558,2025-12-31,Premium,Frozen Foods,26.0,25.381445596991057,16.582561451623246,33.883699722164316,25.381445596991057,25.381445596991057,5.168543541138759,0.975,1.96,SUP080,15,4.9,0.843,247.0,628.0,26.0,36.0,2025-12-29,13,110,0.48,123,0.5,True,0.95,CRITICAL,1.0243703377983433,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0006,P00848,2025-12-30,Premium,Meat & Seafood,20.0,15.573192531110728,4.112009036414421,35.06352742661799,15.573192531110728,15.573192531110728,11.848227900004414,0.975,1.96,SUP009,3,0.8,0.766,48.0,95.0,16.0,39.0,2025-12-29,20,0,0.71,20,0.7,True,0.95,CRITICAL,1.2842581866271667,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0006,P00880,2025-12-31,Premium,Meat & Seafood,46.0,34.959971681177294,22.99106100634857,44.98939794530351,34.959971681177294,34.959971681177294,6.0969156620828056,0.975,1.96,SUP038,10,1.6,0.976,116.0,466.0,35.0,47.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.315790539520567,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0006,P00910,2025-12-31,Premium,Meat & Seafood,31.0,35.169389765600016,23.234398502491587,44.63068813241604,35.169389765600016,35.169389765600016,5.751549159158677,0.975,1.96,SUP075,18,1.4,0.878,108.0,742.0,36.0,47.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.8814483335255879,0.042154904931497,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0006,P00954,2025-12-31,Premium,Produce,31.0,28.956708105266397,18.12032340191284,39.88762761653331,28.956708105266397,28.956708105266397,6.644935873110584,0.975,1.96,SUP021,4,1.3,0.829,79.0,195.0,29.0,42.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.070563680350184,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
