report_time,sku_id,snapshot_date,units_on_hand,units_in_backroom,days_of_supply,expiry_nearest_date,total_available,product_name,category,is_perishable,avg_daily_demand,std_daily_demand,avg_demand_seasonal,safety_stock_seasonal,reorder_point_optimized,lead_time_final,avg_fill_rate,reliability_score,total_revenue,unit_price,unit_cost,pack_size,seasonal_factor,supplier_name,days_of_supply_current,demand_for_calc,alert_tier,units_needed,units_to_order,revenue_at_risk,is_phantom,demand_lift_factor,is_on_promo,f1_tier,f2_revenue,f3_dos,f4_supplier,f5_seasonal,priority_score,store_id
2026-04-25 12:52:35,P00865,2025-12-29,138,185,4.97,2026-02-19,323,CoastalFarms Lite Pork 1kg,Meat & Seafood,True,25.01186943620178,7.919534507283313,22.86084866468843,133,338,8.195121951219512,0.9254497296104184,0.836,508728.47,30.53,13.97,12,0.914,Harvest Partners LLC,4.97,22.86084866468843,WARNING,185.0,192.0,6302.413638888429,False,1.0,False,100,6.302413638888429,3.2250000000000005,3.2800000000000007,-0.8599999999999997,111.94741363888842,S0001
2026-04-25 12:52:35,P00241,2025-12-29,90,75,5.98,2026-01-02,165,TrueGrain Lite Milk 1kg,Dairy & Eggs,True,13.713483146067416,5.380533564352856,12.53412359550562,54,141,6.285714285714286,0.9277119938884644,0.784,338846.79,35.05,14.99,1,0.914,KeyStone Wholesale,5.98,12.53412359550562,WARNING,90.0,90.0,3523.3546768202245,False,1.0,False,100,3.5233546768202246,2.8642857142857143,4.319999999999999,-0.8599999999999997,109.84764039110593,S0001
2026-04-25 12:52:35,P00155,2025-12-29,139,0,4.98,2026-11-18,139,UrbanHarvest Classic Yogurt 1L,Dairy & Eggs,True,25.22664835164835,7.088709179350346,23.057156593406592,75,206,5.1866666666666665,0.9130111524163568,0.836,317898.15,17.31,7.57,12,0.914,ArcticFresh Foods,4.98,23.057156593406592,WARNING,304.0,312.0,3600.05681329945,False,1.0,False,100,3.60005681329945,3.221428571428571,3.2800000000000007,-0.8599999999999997,109.24148538472802,S0001
2026-04-25 12:52:35,P00436,2025-12-29,184,31,6.89,2026-04-16,215,ClearChoice Farm Rolls 150g,Bakery,True,25.40218878248974,10.287095020937242,23.217600547195623,54,135,3.1683168316831685,0.9162117146294068,0.866,517563.49,28.19,16.99,48,0.914,AbsoluteFresh Supply,6.89,23.217600547195623,WARNING,184.0,192.0,4653.524573514912,False,1.0,False,100,4.653524573514912,2.5392857142857146,2.68,-0.8599999999999997,109.01281028780063,S0001
2026-04-25 12:52:35,P00522,2025-12-29,93,0,6.82,2026-11-18,93,EcoGreen Smooth Frozen Meals 1L,Frozen Foods,True,12.689466484268126,5.147483610774317,11.598172366621068,28,73,3.528735632183908,0.9184502576298058,0.778,289476.8,31.91,19.38,48,0.914,EmeraldCoast Supply,6.82,11.598172366621068,WARNING,111.0,144.0,2657.301343971546,False,1.0,False,100,2.657301343971546,2.564285714285714,4.4399999999999995,-0.8599999999999997,108.80158705825724,S0001
2026-04-25 12:52:35,P00600,2025-12-29,192,159,6.44,2026-10-26,351,ClearChoice Pure Ice Cream 1L,Frozen Foods,True,28.12859097127223,9.296332495932583,25.70953214774282,37,82,1.59,0.9226126126126126,0.899,478043.55,23.75,14.54,12,0.914,StoneGate Distributors,6.44,25.70953214774282,WARNING,50.0,60.0,4616.146497127223,False,1.0,False,100,4.616146497127223,2.6999999999999997,2.0199999999999996,-0.8599999999999997,108.47614649712722,S0001
2026-04-25 12:52:35,P00714,2025-12-29,83,31,6.26,,114,BrightBasket Organic Soap 6-Pack,Personal Care,False,11.6384,4.316092130857643,10.6374976,73,223,12.846153846153848,0.9351611226611228,0.866,282813.12,38.88,20.66,24,0.914,AbsoluteFresh Supply,6.26,10.6374976,WARNING,172.0,192.0,3201.1549177651204,False,1.0,False,100,3.2011549177651206,2.7642857142857142,2.68,-0.8599999999999997,107.78544063205084,S0001
2026-04-25 12:52:35,P00339,2025-12-29,48,0,6.97,,48,NovaBrand Value Pack Chips 500ml,Snacks,False,6.355281207133059,2.8446455792660887,5.808727023319616,22,54,4.9605263157894735,0.9124800637958532,0.784,152479.54,33.06,16.02,24,0.914,KeyStone Wholesale,6.97,5.808727023319616,WARNING,63.0,72.0,1350.016703198354,False,1.0,False,100,1.350016703198354,2.5107142857142857,4.319999999999999,-0.8599999999999997,107.32073098891264,S0001
2026-04-25 12:52:35,P00962,2025-12-29,248,14,8.36,2026-09-07,262,TrueGrain Crispy Vegetables 1L,Produce,True,26.67198838896952,8.018136180797784,24.378197387518146,151,439,10.77777777777778,0.9277777777777776,0.895,524845.07,29.17,15.31,12,0.914,IronClad Logistics,8.36,24.378197387518146,WARNING,343.0,348.0,4010.6717803576207,False,1.0,False,100,4.010671780357621,2.0142857142857147,2.0999999999999996,-0.8599999999999997,107.26495749464334,S0001
2026-04-25 12:52:35,P00203,2025-12-29,97,0,4.86,2026-12-09,97,GoldenLeaf Original Eggs 500g,Dairy & Eggs,True,18.475069252077564,6.472822865503076,16.886213296398893,107,316,11.27777777777778,0.9235604217356044,0.928,236878.48,18.07,8.36,24,0.914,Landmark Foods,4.86,16.886213296398893,WARNING,330.0,336.0,2788.923610790582,False,1.0,False,100,2.788923610790582,3.2642857142857147,1.439999999999999,-0.8599999999999997,106.6332093250763,S0001
2026-04-25 12:52:35,P01023,2025-12-29,30,0,3.06,,30,EverFresh Deluxe Pasta 12-Pack,Canned & Pantry,False,8.733438485804417,3.5820226716731782,7.982362776025237,46,157,12.615384615384617,0.94005544005544,0.972,127641.29,23.11,10.7,1,0.914,FairDeal Supply,3.06,7.982362776025237,WARNING,183.0,183.0,2018.128097068139,False,1.0,False,100,2.018128097068139,3.9071428571428566,0.5600000000000005,-0.8599999999999997,105.625270954211,S0001
2026-04-25 12:52:35,P00940,2025-12-29,366,0,11.53,2026-05-24,366,QuickFresh Classic Fruits 1L,Produce,True,28.82951289398281,9.633507403780085,26.35017478510029,180,554,12.96875,0.9444731404958678,0.928,459289.77,23.07,12.27,6,0.914,BlueLine Wholesale,11.53,26.35017478510029,WARNING,345.0,348.0,1501.5093747618916,False,1.0,False,100,1.5015093747618915,0.8821428571428573,1.439999999999999,-0.8599999999999997,102.96365223190476,S0001
2026-04-25 12:52:35,P00078,2025-12-29,62,0,13.0,,62,QuickFresh Deluxe Juices 1L,Beverages,False,4.444444444444445,2.4731598932999117,4.062222222222222,23,66,9.5,0.91812865497076,0.962,51684.9,16.37,9.47,6,0.914,NaturalBridge Supply,13.0,4.062222222222222,WARNING,34.0,36.0,66.49857777777778,False,1.0,False,100,0.0664985777777777,0.3571428571428571,0.7600000000000007,-0.8599999999999997,100.32364143492065,S0001
2026-04-25 12:52:35,P00999,2025-12-29,273,44,8.11,2026-01-15,317,CoastalFarms Smooth Herbs 1kg,Produce,True,32.034199726402186,10.482218799866464,29.2792585499316,83,229,4.529411764705882,0.929959810010961,0.833,415821.36,18.28,10.95,24,0.914,MidWest Provisions,8.11,29.2792585499316,MONITOR,226.0,0.0,3152.474344664296,False,1.0,False,10,3.152474344664296,2.1035714285714286,3.3400000000000007,-0.8599999999999997,17.736045773235723,S0001
2026-04-25 12:52:35,P00931,2025-12-29,155,42,7.17,2026-06-14,197,UrbanHarvest Lite Fruits 2L,Produce,True,20.395061728395063,7.486821959450016,18.641086419753087,56,178,5.953846153846154,0.9245153220762976,0.766,125358.42,8.63,5.6,48,0.914,InnoSource Corp.,7.17,18.641086419753087,MONITOR,175.0,0.0,1098.7596927308643,False,1.0,False,10,1.0987596927308645,2.4392857142857145,4.68,-0.8599999999999997,17.35804540701658,S0001
2026-04-25 12:52:35,P00458,2025-12-29,353,27,11.72,2026-08-31,380,PureStart Extra Fresh Cakes 1kg,Bakery,True,28.075239398084815,9.9722122024019,25.66076880984952,79,245,5.901639344262295,0.9334069481015884,0.712,526707.48,26.11,9.54,24,0.914,BrightPath Foods,11.72,25.66076880984952,MONITOR,131.0,0.0,1527.6060958653895,False,1.0,False,10,1.5276060958653894,0.8142857142857141,5.760000000000001,-0.8599999999999997,17.241891810151106,S0001
2026-04-25 12:52:35,P00837,2025-12-29,55,35,8.5,2026-07-02,90,HomeLine Premium Deli Meats 250g,Meat & Seafood,True,6.094575799721836,2.779142581754296,5.570442280945758,28,80,8.5,0.9343563512361466,0.759,38924.15,8.9,3.26,36,0.914,VanguardSupply Co.,8.5,5.570442280945758,MONITOR,36.0,0.0,272.67314965229485,False,1.0,False,10,0.2726731496522948,1.9642857142857144,4.82,-0.8599999999999997,16.196958863938008,S0001
2026-04-25 12:52:35,P00663,2025-12-29,218,137,12.22,,355,HearthStone Pure Skincare 2L,Personal Care,False,17.411016949152543,7.970897744014771,15.913669491525424,105,293,10.775,0.9313063063063064,0.728,271766.71,22.7,11.01,48,0.914,ZealandImports LLC,12.22,15.913669491525424,MONITOR,40.0,0.0,643.0077294745761,False,1.0,False,10,0.6430077294745761,0.6357142857142855,5.44,-0.8599999999999997,15.858722015188864,S0001
2026-04-25 12:52:35,P00103,2025-12-29,342,199,12.77,,541,SunValley Natural Sodas 24ct,Beverages,False,24.96169630642955,8.542153933928581,22.81499042407661,45,109,2.5454545454545454,0.9220492214967352,0.767,219883.03,12.22,7.83,36,0.914,TimberLine Trading,12.77,22.81499042407661,MONITOR,0.0,0.0,342.922995068126,False,1.0,False,10,0.342922995068126,0.4392857142857144,4.66,-0.8599999999999997,14.58220870935384,S0001
2026-04-25 12:52:35,P00465,2025-12-29,228,14,11.64,2026-03-03,242,FreshMoment Deluxe Muffins 24ct,Bakery,True,18.076607387140903,5.831857476404584,16.522019151846788,64,170,5.841269841269841,0.9192908346134152,0.84,393715.74,30.07,16.5,48,0.914,EastWest Provisions,11.64,16.522019151846788,MONITOR,86.0,0.0,1172.4883935146374,False,1.0,False,10,1.1724883935146375,0.8428571428571427,3.2000000000000006,-0.8599999999999997,14.355345536371782,S0001
2026-04-25 12:52:35,P00832,2025-12-29,371,51,10.91,2026-09-03,422,FreshMoment Crispy Chicken 1kg,Meat & Seafood,True,30.65253077975376,8.319126569180884,28.01641313269494,49,125,2.4705882352941178,0.9241293532338308,0.907,287257.74,12.82,5.14,6,0.914,VerdantPath Foods,10.91,28.01641313269494,MONITOR,40.0,0.0,1109.8365865559508,False,1.0,False,10,1.1098365865559507,1.1035714285714284,1.8599999999999992,-0.8599999999999997,13.213408015127378,S0001
2026-04-25 12:52:35,P00882,2025-12-29,185,2,10.44,2026-07-04,187,FreshMoment Lite Deli Meats 500g,Meat & Seafood,True,16.11627906976744,5.3043167066789225,14.73027906976744,40,107,4.131147540983607,0.9263083228247164,0.976,374102.95,31.87,17.36,6,0.914,LakeView Trading,10.44,14.73027906976744,MONITOR,81.0,0.0,1671.2562184744188,False,1.0,False,10,1.6712562184744189,1.2714285714285718,0.4800000000000004,-0.8599999999999997,12.562684789902992,S0001
2026-04-25 12:52:35,P00543,2025-12-29,494,115,68.09,2026-06-12,609,ClearChoice Value Pack Waffles 1kg,Frozen Foods,True,6.734246575342466,3.1688737891213927,6.155101369863014,17,39,3.1818181818181817,0.9188049853372434,0.714,226620.46,46.6,19.56,12,0.914,LionShare Provisions,68.09,6.155101369863014,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,5.720000000000001,-0.8599999999999997,4.860000000000001,S0001
2026-04-25 12:52:35,P00550,2025-12-29,121,3,69.42,2026-09-11,124,PureStart Lite Frozen Vegs 500g,Frozen Foods,True,2.0392156862745097,1.162768597926918,1.8638431372549016,5,11,2.9,0.9201612903225806,0.715,1804.32,1.58,1.1,24,0.914,InlandEmpire Trading,69.42,1.8638431372549016,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,5.700000000000001,-0.8599999999999997,4.840000000000002,S0001
2026-04-25 12:52:35,P01084,2025-12-29,403,363,183.21,,766,EcoGreen Smooth Pasta 24ct,Canned & Pantry,False,2.425632911392405,1.3701045958402946,2.217028481012658,12,29,6.6,0.9305418719211822,0.717,62769.55,41.35,14.79,12,0.914,QualityFirst Supply,183.21,2.217028481012658,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,5.66,-0.8599999999999997,4.800000000000001,S0001
2026-04-25 12:52:35,P00096,2025-12-29,498,218,15.41,,716,BrightBasket Lite Water 12-Pack,Beverages,False,29.584131326949382,9.82222639740642,27.03989603283174,73,183,3.7045454545454546,0.929425837320574,0.734,829249.6900000001,38.61,18.07,6,0.914,CaprockTrading Co.,15.41,27.03989603283174,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,5.32,-0.8599999999999997,4.460000000000001,S0001
2026-04-25 12:52:35,P00590,2025-12-29,173,58,14.18,2026-02-17,231,UrbanHarvest Classic Waffles 500g,Frozen Foods,True,11.198358413132697,4.305816077820973,10.235299589603285,25,71,4.085106382978723,0.9294929832503396,0.747,241271.14,29.99,12.15,6,0.914,TrueSource Partners,14.18,10.235299589603285,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,5.0600000000000005,-0.8599999999999997,4.200000000000001,S0001
2026-04-25 12:52:35,P01049,2025-12-29,412,348,14.19,,760,UrbanHarvest Smooth Sauces 2L,Canned & Pantry,False,26.673050615595074,8.29960051003671,24.3791682626539,16,43,1.0,0.9248268114585284,0.766,703987.62,36.81,13.66,6,0.914,InnoSource Corp.,14.19,24.3791682626539,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,4.68,-0.8599999999999997,3.82,S0001
2026-04-25 12:52:35,P00848,2025-12-29,213,0,30.55,2026-08-05,213,BrightBasket Smooth Beef 150g,Meat & Seafood,True,6.1923076923076925,2.791487581975943,5.659769230769231,32,88,8.962962962962964,0.915868454661558,0.766,147366.52,32.69,21.62,12,0.914,InnoSource Corp.,30.55,5.659769230769231,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,4.68,-0.8599999999999997,3.82,S0001
2026-04-25 12:52:35,P00192,2025-12-29,570,180,112.13,2026-08-08,750,UrbanHarvest Ultra Milk 150g,Dairy & Eggs,True,4.597510373443983,2.2667888616528233,4.2021244813278,7,13,1.2,0.9274305555555556,0.769,45605.28,13.72,5.87,6,0.914,EcoChain Logistics,112.13,4.2021244813278,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,4.619999999999999,-0.8599999999999997,3.76,S0001
